OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
2599,3985,26TH AV SW ON RP,401,N,2015/09/03 00:00:00+00,,,24079,23820,24100,Study - 13-15,,616.956120668689
2600,23357,W GALER ST,1197,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,278.436508604641
2601,8521,9TH AVE,937,Y,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,425.955542864396
2602,"1525,1528,1523,1526,1524,1527",12TH AVE,703,N,2015/08/31 00:00:00+00,,,13066,12087,13100,Study - 13-15,,1644.97319656355
2603,"18011,18010,18012",NE NORTHGATE WAY,1847,N,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,1319.40484998337
2604,11589,MADISON ST,763,Y,1970/01/01 00:00:00+00,,,22000,,22000,Estimate,,321.873515931872
2605,23569,W MCGRAW ST,1246,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,332.679955953682
2606,6123,4TH AVE,667,Y,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,305.865204187923
2607,10686,GREEN LAKE WAY N,1467,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,304.190174979521
2608,12771,SENECA ST,723,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,321.929923141189
2609,12910,STEWART ST,1034,B,1970/01/01 00:00:00+00,,,18800,,18800,Estimate,,104.750720257571
2610,"9939,9944,9946,9942,9945,9943,9940,9941",DAYTON AVE N,1889,N,2013/10/28 00:00:00+00,,,1499,1456,1500,Study - 13-15,,5296.09729476434
2611,2756,2ND AVE,766,Y,2015/08/05 00:00:00+00,,,20059,18924,20100,Study - 13-15,,425.977233222766
2612,17952,NE 98TH ST,1812,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,492.515413800532
2613,2202,15TH AV W NB ON RP,1984,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,694.405661155564
2614,9073,BATTERY ST,950,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,322.098569710021
2615,"15357,15358,15359",N 38TH ST,1330,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,835.403618156876
2616,1237,1ST AVE S,2029,N,1970/01/01 00:00:00+00,,,38000,,38000,Estimate,,335.499086829711
2617,"1549,1548,1547,1550","12TH AVE,12TH AVE E",1081,N,2015/01/05 00:00:00+00,,,15070,0,15100,Study - 13-15,,1704.56375300683
2619,"19673,19674,19672",S COLLEGE ST,470,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,966.230532278715
2620,8705,AIRPORT WAY S,526,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,132.384494322785
2621,14605,E PIKE ST,910,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,131.003390128922
2622,"10006,10007,10005",DENNY WAY,1060,B,2015/07/31 00:00:00+00,,,27666,26578,27700,Study - 13-15,,645.022251314949
2623,16731,NE 40TH ST,1375,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,185.954341497407
2624,"1265,1101,1102,1099,16368","1ST PL NE,1ST AVE NE,NE 117TH ST",1864,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,3471.35339724373
2625,15561,N 46TH ST,1472,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,357.48152086867
2626,21845,SW BARTON ST,89,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,332.669526061927
2627,"1204,1203",1ST AVE S,505,N,1970/01/01 00:00:00+00,,,29000,,29000,Estimate,,1535.07574802783
2628,"486025,486026",M L KING JR WAY S,259,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,1982.7450648495
2629,12955,STONE WAY N,1303,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,320.853033518676
2630,"13370,13368,13371,13372,13369",WALLINGFORD AVE N,1459,N,2013/09/10 00:00:00+00,,,6071,5773,6100,Study - 13-15,,2102.20487919206
2631,"10204,10203,10202",ELLIOTT AVE,897,Y,2014/04/24 00:00:00+00,,,13060,12767,13100,Study - 13-15,,1051.71668763056
2632,1016,1ST AVE,947,Y,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,305.688312806597
2633,9731,COLUMBIA ST,677,Y,1970/01/01 00:00:00+00,,,8300,,8300,Estimate,,322.124789688122
2634,"14886,14888,14887",E UNION ST,874,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,651.312635179954
2635,19690,S COLUMBIAN WAY,402,N,1970/01/01 00:00:00+00,,,29000,,29000,Estimate,,201.377227394413
2636,"12957,12956",STONE WAY N,1327,N,2015/09/16 00:00:00+00,,,12386,11405,12400,Study - 13-15,,1199.48283435277
2637,"11745,11755",MELROSE AVE,999,B,2015/01/05 00:00:00+00,,,10260,0,10300,Study - 13-15,,511.903925068825
2638,"11914,11913",MONTLAKE BLVD NE,1428,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,495.856467369101
2639,15541,N 45TH ST,1463,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,210.295021612625
2640,"20851,20852",1ST AV S SB ON RP,9,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,1534.69506833678
2641,"20730,2870","S MAIN ST,2ND AVE S",579,Y,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,610.742310277505
2642,"3042,3044,3047,3046,3041,3049,3045,3043,3040,3048,20516,613389,20517","20TH AVE S,S JUDKINS ST",556,N,2013/06/11 00:00:00+00,,,3956,3590,4000,Study - 13-15,,3511.65296304959
2643,"1654,1655,1656,626835",12TH AVE S,2004,N,2015/03/09 00:00:00+00,,,22250,20058,22300,Study - 13-15,,1847.19265135795
2644,6129,4TH AVE,785,Y,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,426.045930055327
2645,8279,8TH AVE,807,Y,2015/07/08 00:00:00+00,,,5149,4563,5100,Study - 13-15,,257.77289427877
2646,"2971,2974,2972,2973",20TH AVE NE,1703,N,2015/11/18 00:00:00+00,,,2869,2628,2900,Study - 13-15,,2651.62018335633
2647,"10162,10161,10965","EASTLAKE AVE E,EASTLAKE AVE,HOWELL ST",1969,B,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,851.446830269737
2648,"489660,487406,489661,489617,489667",M L KING JR WAY S,99,N,2015/05/07 00:00:00+00,,,16812,16251,16800,Study - 13-15,,5620.29565733454
2649,"10014,10013",DENNY WAY,1047,B,1970/01/01 00:00:00+00,,,28000,,28000,Estimate,,332.40824119627
2650,"18096,18097,18098",NE RAVENNA BLVD,1560,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,647.140391612946
2651,"4240,4243,4247,4245,4246,4244,4248,4241,4242",28TH AVE W,1300,N,2015/07/30 00:00:00+00,,,3811,3625,3800,Study - 13-15,,3312.60527877548
2652,21457,S WALKER ST,474,N,1970/01/01 00:00:00+00,,,600,,600,Estimate,,184.621607310712
2653,"11280,11278,11279",LAKEVIEW BLVD E,1229,N,2015/07/09 00:00:00+00,,,14891,13855,14900,Study - 13-15,,2626.56760552615
2654,"6121,6119,6120,6226","4TH AVE,4TH AVE S",605,Y,1970/01/01 00:00:00+00,,,16700,,16700,Estimate,,956.326975325524
2655,"7254,7255,7253,7333",5TH AVE NE,1844,N,2015/07/20 00:00:00+00,,,17791,16570,17800,Study - 13-15,,1989.64449076062
2656,8177,7TH AVE NE,1956,N,1970/01/01 00:00:00+00,,,11500,,11500,Estimate,,324.896470999457
2657,"14900,14898,14899,14897",E UNION ST,858,N,2015/03/20 00:00:00+00,,,11093,10507,11100,Study - 13-15,,1182.67545620507
2658,"16353,16355,16356,16351,16354,16357,16358,16352",NE 115TH ST,1858,N,2014/09/24 00:00:00+00,,,2703,2507,2700,Study - 13-15,,2182.10648480151
2659,"10689,10690,10688,10692,10691,10687",GREEN LAKE WAY N,1522,N,2014/08/20 00:00:00+00,,,23672,22654,23700,Study - 13-15,,1796.55009423214
2660,"8957,8956,8955",AURORA AVE N,1953,N,2015/11/16 00:00:00+00,,,41196,38395,41200,Study - 13-15,,793.1894598847
2661,"9191,9184,9187,9193,9189,9190,9192,9185,9186,9188,9183,7538,336133,336132,7537","BEACON AVE S,51ST AVE S",43,N,2015/05/07 00:00:00+00,,,8674,8497,8700,Study - 13-15,,4860.4626941757
2662,"16862,288753",NE 45TH ST,1432,N,2014/10/20 00:00:00+00,,,38263,35292,38300,Study - 13-15,,1356.40963225669
2663,"23426,23425",W HARRISON ST,1109,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,505.334413274325
2664,11335,LEARY WAY NW,1372,N,1970/01/01 00:00:00+00,,,31000,,31000,Estimate,,345.465949460307
2665,11373,LENORA ST,995,Y,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,322.094098232388
2666,15770,N 63RD ST,1608,N,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,276.248306540626
2667,"13881,13882",E CHERRY ST,753,N,2015/04/30 00:00:00+00,,,11380,10917,11400,Study - 13-15,,648.180821558761
2668,"11297,11302,11298,11299,11301,11300",LATONA AVE NE,1565,N,2017/12/01 10:15:00+00,411,522,4923,4659,4900,Study,,1590.15401257572
2669,"9324,9323",BOREN AVE,1017,B,2017/10/04 13:15:00+00,1435,1226,17733,16831,17700,Study,,502.287218923564
2670,1409,11TH AVE NE,1483,N,2017/10/24 09:45:00+00,252,504,4137,3890,4100,Study,,668.200188742344
2671,"2663,2661,2662",19TH AVE E,1191,N,2017/11/30 11:45:00+00,540,450,4684,4350,4700,Study,,1989.57696537262
2672,"23782,23783,13296,13297,13298","WEST VIEWMONT WAY W,VIEWMONT WAY W",1240,N,2018/01/25 11:00:00+00,127,147,1666,1588,1700,Study,,2114.16472338564
2673,10097,DEXTER WAY N,1252,N,2017/11/02 10:30:00+00,369,283,3205,2993,3200,Study,,1483.8103902179
2674,"17292,17298,17296,17293,17294,17297,17295",NE 65TH ST,1617,N,2017/12/19 11:30:00+00,526,617,7494,7079,7500,Study,,1322.7554527294
2675,"13645,13644",WOODLAND PL N,1640,N,2018/01/31 06:45:00+00,978,1396,12425,11510,12400,Study,,539.635484970757
2676,"7158,7160,7159,7157",48TH AVE SW,236,N,2017/12/19 12:30:00+00,161,218,2372,2294,2400,Study,,2397.1213329956
2677,"3442,3443",23RD AVE S,592,N,2018/02/16 11:15:00+00,1484,1916,23168,21512,23200,Study,,876.087306152209
2678,"6634,6635,6636",43RD AVE E,1995,N,2018/02/12 10:45:00+00,64,86,971,903,1000,Study,,1572.63433269994
2679,"5450,5451",35TH AVE SW,325,N,2017/10/09 12:15:00+00,1551,1926,22578,21704,22600,Study,,1098.32151586172
2680,"17434,17433,17435,17436,603056",NE 70TH ST,1667,N,2018/01/29 09:45:00+00,630,712,7235,7055,7200,Study,,1315.64718898905
2681,8655,AIRPORT WAY S,527,N,2018/02/14 11:45:00+00,1009,1132,11149,9252,11100,Study,,342.61991202287
2682,"8376,8374,8375,8372,8373",8TH AVE NW,1487,N,2018/01/11 11:45:00+00,485,599,6804,6446,6800,Study,,1156.50915891936
2683,"12142,12143,12144,12141",PHINNEY AVE N,1527,N,2018/02/01 11:45:00+00,340,347,4080,3877,4100,Study,,1050.05738449831
2684,9423,ROY ST,1158,N,2017/10/31 10:00:00+00,581,395,5006,4679,5000,Study,,308.570404682403
2685,"20893,20891,20887,20888,20892,20886,20890,20889,338575",S MOUNT BAKER BLVD,432,N,2017/12/13 13:00:00+00,43,50,468,446,500,Study,,2699.08612603449
2686,"5385,5388,5386,5387,5381,5384,5382,5383",35TH AVE NE,1834,N,2018/01/09 12:45:00+00,1094,1212,12679,11450,12700,Study,,3982.4646061133
2687,"8377,8378,8381,8383,8382,8379,8380",8TH AVE NW,1558,N,2018/02/05 10:30:00+00,743,933,10067,9463,10100,Study,,1824.5542859569
2688,20813,S MCCLELLAN ST,438,N,2017/12/13 12:45:00+00,761,871,10840,10295,10800,Study,,484.412051219434
2689,"5490,5492,5491,5489",35TH AVE SW,59,N,2017/10/09 13:45:00+00,892,889,9685,9275,9700,Study,,2024.88368631459
2690,8653,AIRPORT WAY S,533,N,2017/10/03 10:00:00+00,837,512,6777,6315,6800,Study,,367.903494051883
2691,"4226,4225,4224",28TH AVE W,1209,N,2018/02/12 10:15:00+00,373,211,3171,2845,3200,Study,,704.128655450003
2692,"9314,9315",BOREN AVE,811,B,2017/10/04 11:30:00+00,1692,1576,21094,20369,21100,Study,,612.183183561868
2693,"13859,13863,13862,13864,13861,13858,13860,2023,2022,2019,2021,2020","E BOSTON ST,15TH AVE E",1222,N,2017/11/30 12:15:00+00,471,487,6235,5846,6200,Study,,3675.00840118143
2694,"13467,13466,13469,13464,13465,13468,7792","WATERS AVE S,57TH AVE S",83,N,2017/12/18 10:30:00+00,106,158,1602,1571,1600,Study,,1610.62585076012
2695,12213,PINE ST,803,Y,2017/10/27 12:30:00+00,183,203,2756,2925,2800,Study,,321.820896125781
2696,"17305,17317,17303,17307,17315,17306,17316,337148,17302,17312,17299,17300,17313,17311,17318,17308,17301,17314,17310,17304,18055,18054","NE 65TH ST,NE PRINCETON WAY",1614,N,2017/10/26 13:45:00+00,355,415,4343,4273,4300,Study,,5627.93225360776
2697,"5486,5485,5488,5487",35TH AVE SW,75,N,2018/01/25 11:15:00+00,917,838,9392,8949,9400,Study,,1378.74601523182
2698,12359,RAINIER AVE S,477,N,2017/09/20 11:00:00+00,1503,1944,26098,24253,26100,Study,,367.56456497514
2699,"19125,19122,19126,19121,19124,19120,19123",NW 96TH ST,1809,N,2017/11/29 11:30:00+00,291,278,2798,2672,2800,Study,,2653.54559609594
2700,"7442,7441,7443,7445,7444,7446,13608,13607","50TH AVE S,WILSON AVE S",312,N,2017/10/26 10:15:00+00,803,961,9313,8630,9300,Study,,3407.86793197216
2701,"15549,15548",N 45TH ST,1460,N,2017/12/14 09:30:00+00,1546,1731,26666,25851,26700,Study,,634.90785929366
2702,"11647,11645,11644,11648,11646",MARINE VIEW DR SW,64,N,2017/12/19 13:30:00+00,254,344,3793,3602,3800,Study,,2737.49342212301
2703,"9390,9391,11281,11282","BOYLSTON AVE E,LAKEVIEW BLVD E",1994,N,2017/10/24 09:15:00+00,991,941,12268,12272,12300,Study,,1994.66052926641
2704,"13711,13713,13714,13712",WOODLAWN AVE NE,1696,N,2018/01/05 11:15:00+00,328,344,3183,3124,3200,Study,,1073.74104516302
2705,"11799,11798,11801,11802,11800,15705,15702","MERIDIAN AVE N,N 56TH ST,N 55TH ST",1554,N,2018/01/05 11:45:00+00,380,364,3703,3535,3700,Study,,1826.79030549179
2706,"23071,23072,23233,23232,4764","W BARRETT ST,W DRAVUS ST,30TH AVE W",1301,N,2018/01/10 09:45:00+00,316,353,3578,3398,3600,Study,,1937.4432099824
2707,"4484,4486,4479,4482,4485,4488,4478,4477,4483,4481,4480,4487",3RD AVE NW,1820,N,2018/02/05 10:15:00+00,678,787,7626,7423,7600,Study,,4294.88698624207
2708,"14600,14601,14602",E PIKE ST,914,N,2018/01/23 15:30:00+00,610,689,10105,10192,10100,Study,,972.964907608725
2709,"47326,18094",NE RAVENNA BLVD,1586,N,2018/01/24 08:45:00+00,256,354,3542,3470,3500,Study,,633.773219961619
2710,"5475,5476,5474,5473,5477,5472,5471",35TH AVE SW,142,N,2017/07/24 10:00:00+00,1124,1425,18170,16868,18200,Study,,1852.251157291
2711,"15301,15303,15304,15302",N 35TH ST,1313,N,2018/01/18 08:45:00+00,710,720,8834,8248,8800,Study,,1799.74085186185
2712,"20912,21051,21050,21052,20900,20902,20901,20903","S MYRTLE ST,S OTHELLO ST,S MYRTLE PL",180,N,2017/10/23 12:45:00+00,940,1164,14970,14520,15000,Study,,3809.6229935142
2713,"5398,5396,5399,5397,10241,545751","35TH AVE NE,ERICKSON PL NE",1911,N,2018/01/09 12:00:00+00,1048,1280,13381,12413,13400,Study,,3409.04864314765
2714,12960,STONE WAY N,1378,N,2018/01/18 08:30:00+00,1548,1704,20898,19713,20900,Study,,262.923317450921
2715,"16728,16729,16730",NE 40TH ST,1376,N,2018/01/23 08:15:00+00,552,462,5623,5115,5600,Study,,670.560939893155
2716,"18084,18085",NE RAVENNA BLVD,1631,N,2018/01/10 11:00:00+00,297,441,4888,4862,4900,Study,,833.41491950998
2717,13358,WALL ST,1011,Y,2017/10/19 09:45:00+00,320,317,4360,4173,4400,Study,,322.084872068553
2718,"22388,22387,22389,22384,22386,22385",SW HOLDEN ST,154,N,2018/01/25 14:00:00+00,221,206,2228,2145,2200,Study,,2649.49152686748
2719,"11417,11415,11414,11413,11412,11416",LINDEN AVE N,1694,N,2017/10/31 12:45:00+00,835,1037,9173,9115,9200,Study,,1847.37937565338
2720,"1414,1412,1413,1411",11TH AVE NE,1592,N,2017/08/23 08:45:00+00,257,669,4759,4368,4800,Study,,2492.51976442157
2721,"20992,20994,20990,20991,20993,20995",S ORCAS ST,261,N,2017/12/20 09:15:00+00,260,338,4011,3903,4000,Study,,2533.0025895856
2722,"22295,22292,22293,22296,22291,22294",SW HENDERSON ST,105,N,2018/01/24 12:00:00+00,442,611,6295,5909,6300,Study,,1789.25402979357
2723,"18064,18063",NE RAVENNA BLVD,1958,N,2018/01/10 12:15:00+00,518,453,4953,4638,5000,Study,,498.982793106319
2724,"17409,17410,17413,17411,17412",NE 70TH ST,1674,N,2018/01/29 09:30:00+00,362,341,3510,3321,3500,Study,,1321.9899154883
2725,"12842,1054,12325,12328,12326,12327","SMITH ST,1ST AVE N,QUEEN ANNE DR",1265,N,2017/11/02 10:15:00+00,1094,1121,15203,14917,15200,Study,,2028.07585761028
2726,14345,E MADISON ST,926,N,2018/02/13 09:00:00+00,1272,1369,17806,16480,17800,Study,,267.055403768296
2727,"7992,7993,7994,7995",6TH AVE S,485,N,2017/10/19 09:45:00+00,693,700,8749,8061,8700,Study,,2321.87489848874
2728,11158,LAKE CITY WAY NE,1805,N,2017/07/25 10:15:00+00,2823,3260,42194,39046,42200,Study,,495.362444547436
2729,9321,BOREN AVE,984,B,2017/10/04 11:45:00+00,2060,1583,25385,24991,25400,Study,,312.965212793782
2730,11165,LAKE CITY WAY NE,1854,N,2017/07/25 10:00:00+00,2124,2461,32238,29766,32200,Study,,760.367167417538
2731,"16858,16856,16857",NE 45TH ST,1440,N,2018/02/21 09:00:00+00,1481,1846,24341,23991,24300,Study,,735.339442436351
2732,"7303,13490,13491,13492","5TH AVE NE,WEEDIN PL NE",1687,N,2017/12/01 10:30:00+00,410,600,5715,5438,5700,Study,,1488.90956786527
2733,"7321,7316,7320,7323,7314,7322,7317,7315,7325,7318,7324,7319",5TH AVE NE,1794,N,2017/10/17 11:45:00+00,778,1097,11275,11199,11300,Study,,3312.21355642144
2734,"7332,7331",5TH AVE NE,1821,N,2017/08/08 09:00:00+00,574,948,7726,6777,7700,Study,,662.265861373416
2735,"9540,9541,9542",CALIFORNIA AVE SW,459,N,2017/11/08 11:00:00+00,1292,1530,17559,16454,17600,Study,,2032.10365045732
2736,13223,UNIVERSITY WAY NE,1504,N,2017/12/14 11:00:00+00,389,540,6648,6466,6600,Study,,659.87270643959
2737,"11512,11511,11515,11514,11513",M L KING JR WAY S,492,N,2017/11/08 12:30:00+00,1706,2016,23819,22221,23800,Study,,1703.81820947341
2738,4387,3RD AVE,890,Y,2017/09/18 10:45:00+00,624,695,9769,9618,9800,Study,,426.028545310639
2739,13357,WALL ST,1000,Y,2017/10/19 10:00:00+00,453,485,6703,6471,6700,Study,,321.792751959244
2740,"11746,11749,11835,11748,11747",MERIDIAN AVE N,1915,N,2018/01/08 08:30:00+00,423,585,4533,3919,4500,Study,,1993.07385264383
2741,"20207,20208",S HARDY ST,215,N,2017/11/09 12:00:00+00,140,179,1615,1328,1600,Study,,732.83767785038
2742,"13705,13700,13699,13701,13702","WOODLAWN AVE NE,WOODLAWN AVE N",1663,N,2017/12/07 11:30:00+00,299,283,2836,2857,2800,Study,,1477.88661718225
2743,"2651,2652,2654,2655,2653","19TH AVE,19TH AVE E",1089,N,2017/11/30 11:30:00+00,553,565,6297,6117,6300,Study,,1369.59631934735
2744,"11200,340239,11201,11198,11199","LAKE WASHINGTON BLVD E,LAKE WASHINGTON BLVD",1095,N,2018/01/09 11:15:00+00,712,532,5835,5194,5800,Study,,3638.12440398293
2745,"13387,13388",WALLINGFORD AVE N,1769,N,2017/12/01 11:15:00+00,414,560,5440,5159,5400,Study,,1306.83662364817
2746,"4251,4249,4250",28TH AVE W,1334,N,2017/12/12 11:15:00+00,227,312,3095,2978,3100,Study,,1320.83879495822
2747,"6504,6502,6503,14462","42ND AVE E,E MCGILVRA ST",1234,N,2017/11/29 07:45:00+00,139,126,1611,1596,1600,Study,,2239.41950503426
2748,"19702,19701,19700,19703",S COLUMBIAN WAY,295,N,2017/10/03 11:45:00+00,1129,1268,14897,14094,14900,Study,,1921.35796798479
2749,9553,CALIFORNIA AVE SW,318,N,2017/12/12 08:15:00+00,707,788,9976,9639,10000,Study,,658.458465441273
2750,1005,1ST AVE,712,Y,2017/10/02 10:15:00+00,1063,1103,13733,13696,13700,Study,,306.117094808621
2751,"17056,17057,17059,17058,12262","NE 55TH ST,PRINCETON AVE NE",1552,N,2017/12/19 10:15:00+00,382,509,5377,5233,5400,Study,,2621.22221993925
2752,"12491,7911","RAYE ST,6TH AVE N",1268,N,2018/01/18 09:15:00+00,786,712,9399,9032,9400,Study,,1177.7994508555
2753,"1586,1585",12TH AVE NE,1689,N,2017/07/19 09:15:00+00,368,1047,7692,7151,7700,Study,,508.176258243477
2754,"8412,8420,8419,8418,8416,8413,8414,8415,8417",8TH AVE NW,41,N,2017/11/29 15:30:00+00,708,851,8767,8207,8800,Study,,3960.4948132132
2755,21213,S ROYAL BROUGHAM WAY,521,N,2017/09/20 09:45:00+00,207,290,2812,3045,2800,Study,,320.218948203786
2756,"22456,22455,22445,22447,22446,22448","SW JACOBSEN RD,SW HUDSON ST",305,N,2018/01/02 09:15:00+00,149,194,2155,2052,2200,Study,,2968.20969089931
2757,"18068,18069",NE RAVENNA BLVD,1593,N,2018/02/12 06:15:00+00,399,375,4187,3946,4200,Study,,514.044794912231
2758,18067,NE RAVENNA BLVD,1596,N,2018/01/24 08:30:00+00,436,400,4764,4636,4800,Study,,320.116329492805
2759,5002,32ND AVE NW,1787,N,2018/02/15 14:15:00+00,332,389,4337,4192,4300,Study,,1397.7601100817
2760,"3607,3606,3608",24TH AVE NW,1784,N,2017/12/12 12:15:00+00,706,847,9524,9039,9500,Study,,1376.15359478998
2761,"18072,18074,18073",NE RAVENNA BLVD,1585,N,2018/01/24 08:45:00+00,212,277,3047,2918,3000,Study,,666.960513404658
2762,"15540,15538,15536,15537,15539",N 45TH ST,1465,N,2018/01/05 12:00:00+00,88,157,1506,1458,1500,Study,,903.971503855702
2763,"11262,11258,11261,11259,11260,11174,11252","LAKESIDE AVE S,LAKE WASHINGTON BLVD,LAKESIDE AVE",629,N,2017/11/08 12:45:00+00,895,773,7927,7480,7900,Study,,2929.238138011
2764,"11822,11825,11823,11824,9701,9702,9700,9703","MERIDIAN AVE N,COLLEGE WAY N",1849,N,2017/10/17 10:45:00+00,627,714,8020,7846,8000,Study,,4723.78217194377
2765,"8621,8622,8620,8618,8619,10900,10901,10902","9TH AVE SW,HIGHLAND PARK WAY SW",150,N,2017/12/13 07:30:00+00,401,554,5824,5540,5800,Study,,4115.96601369257
2766,"6314,6319,6315,6317,6316,6318",40TH AVE NE,1613,N,2017/12/19 11:00:00+00,459,622,6548,6318,6500,Study,,2654.55339941742
2767,22991,SW WILDWOOD PL,91,N,2018/01/25 13:15:00+00,385,472,5618,5446,5600,Study,,280.878391173283
2768,"12796,12795,12797,12798",SEWARD PARK AVE S,246,N,2018/01/02 11:30:00+00,418,264,2941,2649,2900,Study,,2320.27993375683
2769,"14354,14353,14352,14351",E MADISON ST,1061,N,2017/11/01 12:30:00+00,1042,1147,14244,13454,14200,Study,,1502.48949333588
2770,12599,ROOSEVELT WAY NE,1485,N,2018/01/05 10:30:00+00,832,740,9234,9037,9200,Study,,670.0914553701
2771,"22992,22994,22993,10421","SW WILDWOOD PL,FAUNTLEROY WAY SW",103,N,2018/01/17 15:30:00+00,590,624,7690,7369,7700,Study,,1255.61266615283
2772,"9747,9746,23140,9745,9744,9748,9743",CONDON WAY W,1243,N,2018/01/10 12:00:00+00,101,89,969,1024,1000,Study,,1925.89465866456
2773,"12954,18030,18033,18029,18031,18032,16125,16127,16129,16132,16133,16131,16128,16134,16126,16130","STONE WAY N,NE NORTHLAKE WAY,N NORTHLAKE WAY",1342,N,2017/10/30 11:00:00+00,847,935,9342,8739,9300,Study,,6719.70868400321
2774,"19240,19239",NW MARKET ST,1577,N,2018/01/31 09:15:00+00,420,374,4592,4270,4600,Study,,938.504007491443
2775,"8946,8943,8948,8944,8941,8942,8947",AURORA AVE N,1975,N,2018/02/05 09:00:00+00,2873,3968,40714,38006,40700,Study,,1989.59813212603
2776,9554,CALIFORNIA AVE SW,300,N,2017/12/12 08:00:00+00,735,920,11211,10432,11200,Study,,650.030449651145
2777,"11295,11296",LATONA AVE NE,1516,N,2017/11/16 10:00:00+00,96,279,1918,1844,1900,Study,,1327.94922588648
2778,"17970,17969,17968,17971,4598,350792,4599,4600,13188","NE BLAKELEY ST,30TH AVE NE,UNION BAY PL NE",1532,N,2018/01/31 12:15:00+00,484,578,6665,6380,6700,Study,,3051.87814225431
2779,"12654,12656,12655,12663,12660,12658,12662,12661,12657,12659",ROOSEVELT WAY NE,1877,N,2017/11/28 10:00:00+00,344,432,3942,3809,3900,Study,,3357.1629673522
2780,"14635,14636,14637,14634",E PINE ST,959,N,2018/01/23 15:15:00+00,573,616,8763,8600,8800,Study,,972.937071913489
2781,"3450,163713",23RD AVE S,511,N,2017/10/30 12:45:00+00,1484,1535,17748,16124,17700,Study,,1304.00013847424
2782,12360,RAINIER AVE S,472,N,2017/08/21 11:45:00+00,2231,2613,37707,0,37700,Study,,209.700656764551
2783,"5359,5360",35TH AVE NE,1673,N,2015/11/03 00:00:00+00,,,13386,12722,13400,Study - 13-15,,1325.12959616991
2784,"9441,9440,9443,9439,9442",BROADWAY,818,N,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,1441.06330110586
