OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,SHAPE_Length
197,5550070,N,2034,15TH AVE NE,111,"15TH AVE NE, S/O NE 45TH ST",2009,2034,12800,0, ,Y,2877.46241778613
198,99400050,N,13038,SWIFT AVE S,29,"SWIFT AVE S, NW/O S ALBRO PL",2009,13038,8000,0, ,Y,6228.657239209
199,86850010,N,11902,MONTLAKE BR,21,"MONTLAKE BR, S/O POINT A",2009,11902,58900,0, ,Y,1362.08121464884
200,131450030,N,16680,NE 145TH ST,97,"NE 145TH ST, E/O 5TH AVE NE",2009,16680,30300,0, ,Y,7977.18924707465
201,80550170,N,11209,LAKE WASHINGTON BLVD E,222,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2009,11209,17300,0, ,Y,8760.41638430181
202,83030670,N,486569,M L KING JR WAY S NB & SB,69,"M L KING JR ER WAY S, SE/O S HOLLY ST",2009,486569,23800,0, ,Y,7186.56246330752
203,88150040,N,11970,NICKERSON ST,61,"NICKERSON ST, NW/O FLORENTIA ST",2009,11970,22000,0, ,Y,7124.19243802252
204,57350200,N,9450,BROADWAY,181,"BROADWAY, S/O E DENNY WAY",2009,9450,17100,0, ,Y,5032.1802310301
205,132850100,N,16847,NE 45TH ST,158,"NE 45TH ST, W/O ROOSEVELT WAY NE",2009,16847,36900,0, ,Y,2520.90984026314
206,9550150,Y,2757,2ND AVE,77,"2ND AVE, SE/O PIKE ST",2009,2757,14800,0, ,Y,5381.62711197991
207,93450260,N,12364,RAINIER AVE S,259,"RAINIER AVE S, NW/O S MCCLELLAN ST",2009,12364,35000,0, ,Y,5670.94220634114
208,132850170,N,16854,NE 45TH ST,125,"NE 45TH ST, E/O 16TH AVE NE",2009,16854,25500,0, ,Y,3377.29885470039
209,63450135,B,10007,DENNY WAY,17,"DENNY WAY, W/O 6TH AVE",2009,10007,23800,0, ,Y,2574.22129471089
210,162850240,N,20501,S JACKSON ST,263,"S JACKSON ST, W/O 23RD AVE S",2009,20501,9700,0, ,Y,5318.5741271663
211,83150030,N,11604,MAGNOLIA BR,55,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2009,11604,17000,0, ,Y,8172.69442969913
212,161550180,N,20241,S HENDERSON ST,231,"S HENDERSON ST, E/O RENTON AVE S",2009,20241,10300,0, ,Y,2223.64576049447
213,139500020,N,18039,NE PACIFIC ST,60,"NE PACIFIC ST, NE/O 2ND AVE NE",2009,18039,11400,0, ,Y,7934.35111199255
214,95950080,N,12762,SEAVIEW AVE NW,199,"SEAVIEW AVE NW, N/O NW 67TH ST",2009,12762,2800,0, ,Y,16934.4066608995
215,134650290,N,17277,NE 65TH ST,59,"NE 65TH ST, W/O 25TH AVE NE",2009,17277,15200,0, ,Y,2778.45414907215
216,116500250,N,14903,E UNION ST,187,"E UNION ST, W/O 26TH AVE",2009,14903,8900,0, ,Y,5065.09180827806
217,3250020,N,1551,12TH AVE E,37,"12TH AVE E, N/O E JOHN ST",2009,1551,7500,0, ,Y,2417.62749523652
218,82920010,N,11495,M L KING JR WAY E,150,"M L KING JR WAY E, S/O E JOHN ST",2009,11495,6500,0, ,Y,5599.15110169307
219,165650100,N,20848,S MICHIGAN ST,264,"S MICHIGAN ST, E/O 6TH AVE S",2009,20848,37000,0, ,Y,3586.29351020242
220,93450300,N,12368,RAINIER AVE S,162,"RAINIER AVE S, SE/O M L KING JR WAY S",2009,12368,29600,0, ,Y,5858.37139918552
221,116900140,N,14946,E YESLER WAY,216,"E YESLER WAY, W/O 23RD AVE",2009,14946,8000,0, ,Y,6243.18893891577
222,167350150,N,21055,S OTHELLO ST,265,"S OTHELLO ST, E/O 43RD AVE S",2009,21055,8600,0, ,Y,6539.88964673288
223,2300050,N,1408,11TH AVE NE,36,"11TH AVE NE, S/O NE 45TH ST",2009,1408,9300,0, ,Y,7370.84136383785
224,174000400,N,21861,FAUNTLEROY FERRY DOCK,268,"SW BARTON ST, SW/O FAUNTLEROY WAY SW",2009,21861,5700,0, ,Y,304.679593834093
225,178150150,N,22372,SW HOLDEN ST,133,"SW HOLDEN ST, W/O DELRIDGE WAY SW",2009,22372,5200,0, ,Y,4000.47390883548
226,65700010,Y,10224,ELLIOTT AV ON RP,190,"ELLIOTT AV ON RP, NW/O ALASKAN WY VI SB",2009,10224,16300,0, ,Y,4363.89853652904
227,94850600,N,12652,ROOSEVELT WAY NE,27,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2009,12652,9600,0, ,Y,9284.03718155283
228,75680010,R,489839,PIKE RAMP,147,"I5 PIKE REV RP, N/O PIKE ST",2009,489839,2500,0, ,Y,2503.77548447164
229,78150010,R,489863,UNIVERSITY ST ON RAMP,220,"I5 UNIVERSITY ON, N/O 6TH AVE",2009,489863,8300,0, ,Y,1876.98042553049
230,76600010,R,490103,JAMES ST OFF RAMP,219,"I5 JAMES OF, S/O JAMES ST",2009,490103,10800,0, ,Y,434.652986915031
231,77300010,R,489779,MELROSE AVE ON RAMP,20,"I5 OLIVE ON, N/O I5 MELROSE ON",2009,489779,26000,0, ,Y,1405.44778148369
232,78200010,R,489781,YALE ST ON RAMP,193,"I5 YALE ON, S/O HOWELL ST",2009,489781,16600,0, ,Y,448.622393892179
233,77250010,R,489829,OLIVE WAY OFF RAMP,52,"I5 OLIVE OF, S/O OLIVE WY",2009,489829,9700,0, ,Y,1120.93570241461
234,76600020,R,490084,COLUMBIA ST OFF RAMP,191,"I5 COLUMBIA OF, N/O COLUMBIA ST",2009,490084,16700,0, ,Y,314.99159596914
235,96200020,R,490079,SENECA ST OFF RAMP,53,"I5 SENECA OF, S/O 6TH AVE",2009,490079,12200,0, ,Y,1443.09187832703
236,77800010,R,490080,SPRING ST ON RAMP,148,"I5 SPRING ON, S/O 6TH AVE",2009,490080,16100,0, ,Y,424.613715661013
237,78100010,R,489864,UNION ST OFF RAMP,192,"I5 UNION OFF, N/O CONVENTION PL",2009,489864,9600,0, ,Y,309.136216965942
238,76650010,R,490110,JAMES ST ON RAMP SB,51,"I5 JAMES ON, S/O 6TH AVE",2009,490110,20500,0, ,Y,644.882326268824
239,75600010,R,490102,CHERRY ST ON RAMP NB,92,"I5 CHERRY ON, N/O CHERRY ST",2009,490102,11200,0, ,Y,1466.0193838314
240,76850010,R,490101,MADISON ST OFF RAMP,146,"I5 MADISON OF, S/O MADISON ST",2009,490101,15800,0, ,Y,1244.03245888383
241,75650010,R,490099,CHERRY ST REV RAMP,108,"I5 CHERRY REV RP, E/O CHERRY ST",2009,490099,3700,0, ,Y,225.508948316035
242,97810020,N,490543,SR99 FY,200,"SR99 FY, S/O S CLOVERDALE ST",2009,490543,37400,0, ,Y,6145.46164539635
243,13750030,N,3444,23RD AVE S,240,"23RD AVE S, S/O S JACKSON ST",2009,3444,13700,0, ,Y,5429.36245565569
244,181760010,N,22804,SW SPOKANE BR,135,"SW SPOKANE BR, W/O SW SPOKANE E ST",2009,22804,9600,0, ,Y,3997.45282891726
245,59920010,N,534681,COLMAN DOCK,205,"YESLER WAY, W/O ALASKAN WAY (COLMAN DOC ACCESS RD)",2009,534681,10400,0, ,Y,260.525766079215
246,113000390,N,14420,EAST MARGINAL WAY S,188,"EAST MARGINAL WAY S, SE/O BOEING DR",2009,14420,14200,0, ,Y,1390.10676233102
247,31500050,Y,6230,4TH AVE S,41,"4TH AVE S, S/O 2ND AV ET S",2009,6230,25800,0, ,Y,932.017380165657
248,27200140,N,5452,35TH AVE SW,175,"35TH AVE SW, S/O SW ALASKA ST",2009,5452,23600,0, ,Y,7074.60116424647
249,55650010,N,9303,BOREN AVE,86,"BOREN AVE, NW/O E YESLER WAY",2009,9303,20200,0, ,Y,3403.67355908032
250,50950010,N,8782,ALKI AVE SW,14,"ALKI AVE SW, W/O HARBOR AVE SW",2009,8782,9700,0, ,Y,19122.2761264246
251,81500030,N,11336,LEARY WAY NW,149,"LEARY WAY NW, NW/O 3RD AVE NW",2009,11336,28500,0, ,Y,5713.53060451587
252,86200680,N,11752,MERIDIAN AVE N,195,"MERIDIAN AVE N, S/O N 145TH ST",2009,11752,4000,0, ,Y,3986.47317772939
253,102580040,N,531032,WEST SEATTLE BR EB & WB,106,"WEST SEATTLE BR EB, E/O 1ST AV S OFF RP",2009,531032,72600,0, ,Y,2529.16226093915
254,53900160,N,9125,BEACON AVE S,247,"BEACON AVE S, N/O S SPOKANE ST",2009,9125,11400,0, ,Y,3460.82143500044
255,55650170,B,9318,BOREN AVE,15,"BOREN AVE, SE/O PIKE ST",2009,9318,21300,0, ,Y,1224.11373893542
256,520040,N,1270,1ST AV S BR NB,72,"1ST AV S BR NB, S/O POINT A",2009,1270,89400,0, ,Y,6772.28437414661
257,134650170,N,17265,NE 65TH ST,226,"NE 65TH ST, W/O 15TH AVE NE",2009,17265,16100,0, ,Y,1338.68197512872
