OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,SHAPE_Length
20,50450230,Y,8728,ALASKAN WAY,12,"ALASKAN WAY, SE/O BLANCHARD ST",2009,8728,10800,0, ,Y,4264.96292674879
21,52501010,N,8988,AURORA AVE N,180,"AURORA AVE N, S/O N 112TH ST",2009,8988,36700,0, ,Y,8438.9736880051
22,52501190,N,9001,AURORA AVE N,85,"AURORA AVE N, S/O N 145TH ST",2009,9001,35500,0, ,Y,8773.64613124527
23,16100130,N,3731,25TH AVE NE,6,"25TH AVE NE, S/O NE 75TH ST",2009,3731,11700,0, ,Y,7222.04465261623
24,114800070,Y,14633,E PINE ST,186,"E PINE ST, W/O BROADWAY",2009,14633,11900,0, ,Y,2305.05136777244
25,20800160,Y,4388,3RD AVE,114,"3RD AVE, NW/O LENORA ST",2009,4388,6900,0, ,Y,3855.52176174825
26,135950080,N,17506,NE 75TH ST,256,"NE 75TH ST, W/O ROOSEVELT WAY NE",2009,17506,19400,0, ,Y,1638.81493084318
27,27050130,N,5363,35TH AVE NE,174,"35TH AVE NE, N/O NE 75TH ST",2009,5363,15100,0, ,Y,16661.9656108456
28,112750300,N,14364,E MADISON ST,90,"E MADISON ST, SW/O LAKE WASHINGTON BLVD E",2009,14364,14900,0, ,Y,3528.68698484604
29,94850310,N,12623,ROOSEVELT WAY NE,26,"ROOSEVELT WAY NE, N/O NE 73RD ST",2009,12623,11300,0, ,Y,597.649017864327
30,16100020,N,3720,25TH AVE NE,113,"25TH AVE NE, S/O NE 47TH ST",2009,3720,18600,0, ,Y,1566.28398221881
31,38850180,Y,7244,5TH AVE,42,"5TH AVE, NW/O LENORA ST",2009,7244,10800,0, ,Y,3161.4284907128
32,44350100,Y,7882,6TH AVE,44,"6TH AVE, SE/O PIKE ST",2009,7882,12900,0, ,Y,4217.53819645898
33,3200010,N,1523,12TH AVE,109,"12TH AVE, N/O E YESLER WAY",2009,1523,12300,0, ,Y,6655.50805550824
34,67700130,N,10387,FAUNTLEROY WAY SW,144,"FAUNTLEROY WAY SW, S/O SW ALASKA ST",2009,10387,16500,0, ,Y,6701.18430497235
35,100090,Y,1008,1ST AVE,172,"1ST AVE, SE/O PIKE ST",2009,1008,21600,0, ,Y,3005.08610045248
36,98100150,N,12968,STONE WAY N,102,"STONE WAY N, S/O N 45TH ST",2009,12968,14400,0, ,Y,7875.29036585137
37,114650070,Y,14599,E PIKE ST,91,"E PIKE ST, W/O BROADWAY",2009,14599,12200,0, ,Y,2073.24908651775
38,148450150,N,18971,NW 85TH ST,62,"NW 85TH ST, W/O 16TH AVE NW",2009,18971,14500,0, ,Y,7963.59860348177
39,96200010,Y,12786,SENECA ST OFF RP,266,"SENECA ST OFF RP, NE/O ALASKAN WY VI NB",2009,12786,10600,0, ,Y,568.309333210951
40,110750030,N,14073,EAST GREEN LAKE WAY N,18,"EAST GREEN LAKE WAY N, NE/O N 57TH ST",2009,14073,17100,0, ,Y,5650.60023890372
41,95550230,N,12724,SAND POINT WAY NE,68,"SAND POINT WAY NE, S/O NE 74TH ST",2009,12724,13800,0, ,Y,2627.99576306581
42,87750010,N,11941,MYERS WAY S,22,"MYERS WAY S, S/O OLSON PL SW",2009,11941,5800,0, ,Y,2781.79481847876
43,113000310,N,14409,EAST MARGINAL WAY S,142,"EAST MARGINAL WAY S, SE/O 4TH AVE S",2009,14409,14400,0, ,Y,5366.35876901376
44,61150170,N,9833,CORSON AVE S,119,"CORSON AVE S, S/O S MICHIGAN ST",2009,9833,8700,0, ,Y,2609.23123044645
45,104200130,Y,13507,WESTERN AVE,107,"WESTERN AVE, NW/O LENORA ST",2009,13507,9700,0, ,Y,4123.16889187054
46,91650050,N,12231,PINEHURST WAY NE,100,"PINEHURST WAY NE, NE/O NE 115TH ST",2009,12231,8600,0, ,Y,2635.54925348984
47,160500030,N,20110,S GRAHAM ST,230,"S GRAHAM ST, E/O SWIFT AVE S",2009,20110,10900,0, ,Y,5651.07612462352
48,71050670,N,10775,GREENWOOD AVE N,122,"GREENWOOD AVE N, N/O N 107TH ST",2009,10775,22800,0, ,Y,5295.66058268564
49,164950115,N,20699,S LUCILE ST,67,"S LUCILE ST, W/O 12TH AVE S",2009,20699,7300,0, ,Y,2022.6383737247
50,5550680,N,2096,15TH AVE NE,235,"15TH AVE NE, S/O NE 145TH ST",2009,2096,15200,0, ,Y,7106.19072714117
51,27200240,N,5462,35TH AVE SW,78,"35TH AVE SW, S/O SW MORGAN ST",2009,5462,20600,0, ,Y,8613.68571915389
52,200640,N,1113,1ST AVE NE,112,"1ST AVE NE, S/O NE 145TH ST",2009,1113,5300,0, ,Y,3986.72548795615
53,181450280,N,22771,SW ROXBURY ST,202,"SW ROXBURY ST, E/O 26TH AVE SW",2009,22771,15700,0, ,Y,9082.82354480248
54,180000070,N,22592,SW MORGAN ST,201,"SW MORGAN ST, W/O 35TH AVE SW",2009,22592,7400,0, ,Y,2660.88142109956
55,95550200,N,12722,SAND POINT WAY NE,198,"SAND POINT WAY NE, SW/O NE 65TH ST",2009,12722,15600,0, ,Y,9653.77166346507
56,173900035,N,21818,SW AVALON WAY,232,"SW AVALON WAY, N/O 30TH AVE SW",2009,21818,13800,0, ,Y,3425.59553578432
57,108300040,N,13812,E ALOHA ST,184,"E ALOHA ST, E/O 10TH AVE E",2009,13812,7600,0, ,Y,870.360659217048
58,68750010,N,10563,FREMONT BR,48,"FREMONT BR, N/O POINT A",2009,10563,28800,0, ,Y,1563.83520181665
59,47050150,Y,8164,7TH AVE,81,"7TH AVE, NW/O LENORA ST",2009,8164,4800,0, ,Y,2363.70406662413
60,61150160,N,9832,CORSON AVE S,16,"CORSON AVE S, N/O S MICHIGAN ST",2009,9832,25300,0, ,Y,1873.98787188968
61,23850280,N,5001,32ND AVE NW,138,"32ND AVE NW, S/O NW 80TH ST",2009,5001,4200,0, ,Y,8343.25711047878
62,57900200,N,9548,CALIFORNIA AVE SW,248,"CALIFORNIA AVE SW, S/O SW CHARLESTOWN ST",2009,9548,14400,0, ,Y,7978.44448675778
63,93450450,N,12383,RAINIER AVE S,161,"RAINIER AVE S, N/O S ALASKA ST",2009,12383,27400,0, ,Y,1260.71429233419
64,50500050,Y,8738,ALASKAN WAY S,84,"ALASKAN WAY S, N/O S KING ST",2009,8738,12700,0, ,Y,5022.67335862916
65,133200020,N,15656,NE 50TH ST,24,"NE 50TH ST, W/O THACKERAY PL NE",2009,15656,26200,0, ,Y,4488.8950433353
66,83000140,B,11592,MADISON ST,194,"MADISON ST, NE/O BOREN AVE",2009,11592,23100,0, ,Y,1269.95727161966
67,48050420,N,8469,8TH AVE S,70,"8TH AVE S, N/O CITY LIMITS",2009,8469,2200,0, ,Y,3436.9497109687
68,82910010,N,11481,M L KING JR WAY,254,"M L KING JR WAY, N/O E YESLER WAY",2009,11481,13500,0, ,Y,2335.64323216789
69,94250590,N,12545,RENTON AVE S,260,"RENTON AVE S, SE/O S BANGOR ST",2009,12545,11300,0, ,Y,2893.13537099387
70,5750060,N,2188,15TH AVE W,75,"15TH AVE W, N/O W ARMORY WAY",2009,2188,38500,0, ,Y,7640.7635211661
71,91150330,N,12159,PHINNEY AVE N,64,"PHINNEY AVE N, S/O N 65TH ST",2009,12159,11700,0, ,Y,4076.44635077076
72,129750300,N,16504,NE 125TH ST,57,"NE 125TH ST, E/O 35TH AVE NE",2009,16504,10700,0, ,Y,17300.9464366845
73,118500080,N,519931,N 125TH ST,154,"N 125TH ST, W/O AURORA AVE N",2009,519931,9100,0, ,Y,2609.62338126058
74,5550500,N,2078,15TH AVE NE,208,"15TH AVE NE, S/O NE NORTHGATE WAY",2009,2078,7200,0, ,Y,11465.342148404
75,38850120,Y,7235,5TH AVE,117,"5TH AVE, SE/O PIKE ST",2009,7235,12700,0, ,Y,4844.80853947856
76,20800110,Y,4383,3RD AVE,115,"3RD AVE, SE/O PIKE ST",2009,4383,7900,0, ,Y,4292.23532765886
77,188450140,N,23539,WEST MARGINAL WAY SW,134,"WEST MARGINAL WAY SW, NW/O HIGHLAND PARK WAY SW",2009,23539,15300,0, ,Y,13076.4449499121
78,40250440,N,7537,51ST AVE S,10,"51ST AVE S, S/O S BANGOR ST",2009,7537,6300,0, ,Y,9968.71322632913
79,5550250,N,2054,15TH AVE NE,207,"15TH AVE NE, S/O NE 75TH ST",2009,2054,8600,0, ,Y,2680.44066481109
80,97450080,N,12881,SR509 NB,74,"SR509 NB, S/O CLOVERDALE ST OFF RP",2009,12881,57000,0, ,Y,5993.17400335847
81,4450010,N,1840,14TH AVE,169,"14TH AVE, N/O E YESLER WAY",2009,1840,8100,0, ,Y,2319.75986260732
82,94850755,N,12667,ROOSEVELT WAY NE,130,"ROOSEVELT WAY NE, SE/O NE 130TH N ST",2009,12667,18500,0, ,Y,1819.62250415247
83,102580040,N,13330,WEST SEATTLE BR EB & WB,234,"WEST SEATTLE BR EB, E/O DELRIDGE-W SEATTLE BR EB ON RP",2009,13330,94500,0, ,Y,4775.92542096054
84,63450045,B,10000,DENNY WAY,214,"DENNY WAY, W/O 2ND AVE",2009,10000,30200,0, ,Y,1115.20564465132
85,157550090,N,19832,S DEARBORN ST,66,"S DEARBORN ST, W/O 13TH AVE S",2009,19832,20700,0, ,Y,4409.29152524823
86,38950700,N,7340,5TH AVE NE,11,"5TH AVE NE, S/O 145TH ST OFF RP",2009,7340,5900,0, ,Y,3988.29727348121
87,161950010,N,20314,S HOLGATE BR,28,"S HOLGATE BR, E/O S HOLGATE ST",2009,20314,7400,0, ,Y,6227.30517120448
88,112000040,N,14243,E JOHN ST,185,"E JOHN ST, E/O BROADWAY E",2009,14243,12200,0, ,Y,972.86712563204
89,48100100,N,8477,8TH AVE SW,177,"8TH AVE SW, N/O SW ROXBURY ST",2009,8477,6300,0, ,Y,2079.73698282032
90,19300260,N,4248,28TH AVE W,173,"28TH AVE W, S/O W DRAVUS ST",2009,4248,3700,0, ,Y,7612.3852518541
91,20950790,N,4513,3RD AVE NW,9,"3RD AVE NW, S/O NW 145TH ST",2009,4513,8300,0, ,Y,17217.8210650184
92,31500240,N,6252,4TH AVE S,40,"4TH AVE S, N/O S DAWSON ST",2009,6252,22000,0, ,Y,6582.44685760069
93,6950380,N,2349,16TH AVE SW,237,"16TH AVE SW, N/O SW CAMBRIDGE ST",2009,2349,4900,0, ,Y,5953.08378006434
94,104200090,Y,13503,WESTERN AVE,270,"WESTERN AVE, NW/O UNION ST",2009,13503,6800,0, ,Y,4200.08113500275
95,89550010,N,12052,OLSON PL SW,63,"OLSON PL SW, SW/O 1ST AVE S",2009,12052,28400,0, ,Y,2293.66521746773
96,65100270,N,10183,EASTLAKE AVE E,189,"EASTLAKE AVE E, SW/O HARVARD AVE E",2009,10183,15100,0, ,Y,8709.56263593985
97,57900270,N,9555,CALIFORNIA AVE SW,87,"CALIFORNIA AVE SW, S/O ERSKINE WAY SW",2009,9555,13500,0, ,Y,5272.75741860431
98,60150010,Y,9738,COLUMBIA ST ON RP,118,"COLUMBIA ST ON RP, NE/O ALASKAN WY VI SB",2009,9738,9800,0, ,Y,664.565591619892
99,300040,Y,1188,1ST AVE S,209,"1ST AVE S, N/O S KING ST",2009,1188,10200,0, ,Y,4019.33897686864
100,101100010,N,13189,UNIVERSITY BR,104,"UNIVERSITY BR, SW/O POINT A",2009,13189,28600,0, ,Y,2568.76809872283
101,27050120,N,5362,35TH AVE NE,210,"35TH AVE NE, S/O NE 75TH ST",2009,5362,15300,0, ,Y,8287.31308923185
102,93150200,N,12312,QUEEN ANNE AVE N,258,"QUEEN ANNE AVE N, S/O CROCKETT ST",2009,12312,12200,0, ,Y,5505.52887318193
103,185650015,N,23271,W EMERSON PL,269,"W EMERSON PL, SE/O 21ST AVE W",2009,23271,20100,0, ,Y,2821.73620592855
104,300215,N,1214,1ST AVE S,4,"1ST AVE S, S/O S SPOKANE SR ST",2009,1214,11700,0, ,Y,6553.64604584793
105,100140,Y,1013,1ST AVE,238,"1ST AVE, NW/O LENORA ST",2009,1013,15100,0, ,Y,4622.27742897589
106,47850140,Y,8279,8TH AVE,82,"8TH AVE, SE/O PIKE ST",2009,8279,3400,0, ,Y,3919.71877522258
107,129750230,N,16496,NE 125TH ST,157,"NE 125TH ST, W/O 27TH AVE NE",2009,16496,16000,0, ,Y,5659.85457770603
108,93450730,N,12409,RAINIER AVE S,197,"RAINIER AVE S, S/O S OTHELLO ST",2009,12409,21500,0, ,Y,7910.41450446981
109,166350100,N,20911,S MYRTLE ST,131,"S MYRTLE ST, W/O BEACON WR AVE S",2009,20911,12200,0, ,Y,1055.60188805813
110,50450160,Y,269161,ALASKAN WAY,13,"ALASKAN WAY, SE/O PIKE ST",2009,269161,12300,0, ,Y,2699.04032909276
111,63450280,Y,10023,DENNY WAY,213,"DENNY WAY, E/O STEWART ST",2009,10023,24000,0, ,Y,1257.1204547639
112,67700450,N,10420,FAUNTLEROY WAY SW,47,"FAUNTLEROY WAY SW, N/O SW BARTON ST",2009,10420,11000,0, ,Y,8904.53350915018
113,71050650,N,10764,GREENWOOD AVE N,145,"GREENWOOD AVE N, S/O HOLMAN RD N",2009,10764,11900,0, ,Y,6617.58513860343
114,53850050,N,9093,BEACH DR SW,141,"BEACH DR SW, SE/O 61ST AVE SW",2009,9093,4600,0, ,Y,17360.7054255012
115,31300120,Y,6130,4TH AVE,211,"4TH AVE, SE/O PIKE ST, NW FLOW",2009,6130,17400,0, ,Y,4472.22651777117
116,63450245,Y,158085,DENNY WAY,183,"DENNY WAY, E/O MINOR AVE",2009,158085,23200,0, ,Y,1134.11044108886
117,47050080,Y,8157,7TH AVE,176,"7TH AVE, SE/O PIKE ST",2009,8157,7300,0, ,Y,1628.52842406059
118,44350170,Y,7890,6TH AVE,43,"6TH AVE, NW/O LENORA ST",2009,7890,7400,0, ,Y,2945.64639492389
119,80150280,N,11166,LAKE CITY WAY NE,54,"LAKE CITY WAY NE, SW/O NE 115TH ST",2009,11166,37300,0, ,Y,2944.375136249
120,93451120,N,12439,RAINIER AVE S,204,"RAINIER AVE S, W/O CITY LIMITS",2009,12439,18600,0, ,Y,8041.57296678246
121,27200460,N,5484,35TH AVE SW,8,"35TH AVE SW, N/O SW ROXBURY ST",2009,5484,15600,0, ,Y,2685.90334176041
122,119750060,N,15264,N 145TH ST,94,"N 145TH ST, W/O LINDEN AVE N",2009,15264,12600,0, ,Y,3896.13507154776
123,38950585,N,7255,5TH AVE NE,212,"5TH AVE NE, S/O NE NORTHGATE WAY",2009,7255,17100,0, ,Y,8580.44053368767
124,52500700,N,8957,AURORA AVE N,46,"AURORA AVE N, S/O N 80TH ST",2009,8957,38200,0, ,Y,13102.2169933204
125,125000140,N,15962,N 85TH ST,156,"N 85TH ST, W/O ASHWORTH AVE N",2009,15962,25100,0, ,Y,6273.09271731024
126,151300110,N,19223,NW MARKET ST,160,"NW MARKET ST, W/O 8TH AVE NW",2009,19223,24200,0, ,Y,6251.5924486624
127,136400060,N,17610,NE 80TH ST,257,"NE 80TH ST, E/O 5TH AVE NE",2009,17610,9500,0, ,Y,1329.87340928081
128,5550170,N,2047,15TH AVE NE,3,"15TH AVE NE, S/O NE 65TH ST",2009,2047,10500,0, ,Y,5297.11592131508
129,132850275,N,288753,NE 45TH ST,98,"NE 45TH ST, W/O NE 45TH PL",2009,288753,40300,0, ,Y,2427.54180871999
130,160200190,N,20097,S GENESEE ST,261,"S GENESEE ST, E/O 38TH AVE S",2009,20097,9800,0, ,Y,4316.75631629361
131,172350300,N,21625,SW 106TH ST,267,"SW 106TH ST, W/O SEOLA BEACH DR SW",2009,21625,8800,0, ,Y,3274.92272362346
132,133200100,N,16929,NE 50TH ST,58,"NE 50TH ST, W/O ROOSEVELT WAY NE",2009,16929,22900,0, ,Y,2477.37512073646
133,94850100,N,12601,ROOSEVELT WAY NE,65,"ROOSEVELT WAY NE, N/O NE 50TH ST",2009,12601,11700,0, ,Y,9323.63930854813
134,120600150,N,15416,N 40TH ST,224,"N 40TH ST, E/O STONE WAY N",2009,15416,11500,0, ,Y,4695.0007882387
135,102580290,N,13333,WEST SEATTLE BR EB & WB,136,"WEST SEATTLE BR EB, NE/O FAUNTLEROY WAY SW",2009,13333,44100,0, ,Y,7828.25358758133
136,53960170,N,573395,BEACON AVE S,35,"BEACON ER AVE S, S/O S SPOKANE ST",2009,573395,12900,0, ,Y,12515.9435621287
137,31500060,N,6232,4TH AVE S,139,"4TH AVE S, S/O AIRPORT WAY S",2009,6232,23800,0, ,Y,9143.61202873099
138,173050020,N,21691,SW ADMIRAL WAY,132,"SW ADMIRAL WAY, SE/O SW CITY VIEW ST",2009,21691,25400,0, ,Y,5797.16372340547
139,112750115,N,14348,E MADISON ST,89,"E MADISON ST, SW/O 17TH AVE",2009,14348,22400,0, ,Y,5371.13088777414
140,164950060,N,20693,S LUCILE ST,165,"S LUCILE ST, E/O 4TH AVE S",2009,20693,6800,0, ,Y,2110.63666943403
141,31500330,N,6261,4TH AVE S,79,"4TH AVE S, N/O S MICHIGAN ST",2009,6261,18600,0, ,Y,3468.62324115937
142,63200030,N,9960,DELRIDGE WAY SW,182,"DELRIDGE WAY SW, S/O SW ANDOVER ST",2009,9960,21100,0, ,Y,12560.2519582529
143,110700050,N,14060,EAST GREEN LAKE DR N,251,"EAST GREEN LAKE DR N, NW/O LATONA AVE NE",2009,14060,13600,0, ,Y,5942.77387871204
144,86150160,N,11775,MERCER ST,56,"MERCER ST, W/O FAIRVIEW AVE N",2009,11775,36300,0, ,Y,1988.34009824041
145,113000280,N,14407,EAST MARGINAL WAY S,252,"EAST MARGINAL WAY S, NW/O S MICHIGAN ST",2009,14407,12400,0, ,Y,1679.00237711452
146,5600260,N,2117,15TH AVE NW,170,"15TH AVE NW, S/O NW 80TH ST",2009,2117,31000,0, ,Y,8046.17743951213
147,71050490,N,10746,GREENWOOD AVE N,49,"GREENWOOD AVE N, S/O N 80TH ST",2009,10746,12200,0, ,Y,4085.27162152287
148,38950590,N,7256,5TH AVE NE,116,"5TH AVE NE, N/O NE NORTHGATE WAY",2009,7256,12700,0, ,Y,5299.08800735826
149,10750020,N,3090,20TH AVE W,239,"20TH AVE W, S/O W DRAVUS ST",2009,3090,6700,0, ,Y,9516.9287187092
150,86950030,N,11911,MONTLAKE BLVD NE,152,"MONTLAKE BLVD NE, N/O NE PACIFIC PL",2009,11911,47800,0, ,Y,3751.85947455279
151,1500170,N,1298,10TH AVE E,137,"10TH AVE E, S/O E BOSTON ST",2009,1298,13100,0, ,Y,6739.72457478704
152,4650470,N,1960,14TH AVE S,110,"14TH AVE S, N/O S DIRECTOR ST",2009,1960,14100,0, ,Y,1863.58888050826
153,156200095,N,19699,S COLUMBIAN WAY,101,"S COLUMBIAN WAY, W/O BEACON WR AVE S",2009,19699,15700,0, ,Y,7483.04903290385
154,118650070,N,15160,N 130TH ST,23,"N 130TH ST, W/O LINDEN AVE N",2009,15160,12600,0, ,Y,2601.58535240071
155,125000070,N,15954,N 85TH ST,124,"N 85TH ST, W/O LINDEN AVE N",2009,15954,23700,0, ,Y,5288.15231998308
156,121950060,N,15641,N 50TH ST,95,"N 50TH ST, W/O FREMONT AVE N",2009,15641,11600,0, ,Y,3394.51184101835
157,164200065,N,20628,S LANDER ST,164,"S LANDER ST, W/O 6TH AVE S",2009,20628,13800,0, ,Y,3159.95873157038
158,121250320,N,15553,N 45TH ST,155,"N 45TH ST, W/O EASTERN AVE N",2009,15553,22200,0, ,Y,4925.06513858519
159,55650170,Y,9318,BOREN AVE,15,"BOREN AVE, SE/O PIKE ST",2009,9318,21300,0, ,Y,4223.70513102867
160,48000400,N,8406,8TH AVE NW,45,"8TH AVE NW, S/O NW 80TH ST",2009,8406,12500,0, ,Y,14468.6430631491
161,3400060,N,1656,12TH AVE S,2,"12TH AVE S, S/O S WELLER ST",2009,1656,19200,0, ,Y,3408.18050988179
162,63200190,N,9976,DELRIDGE WAY SW,249,"DELRIDGE WAY SW, N/O SW MYRTLE ST",2009,9976,17000,0, ,Y,6001.09000101583
163,185250170,N,23222,W DRAVUS ST,203,"W DRAVUS ST, E/O 20TH AVE W",2009,23222,20500,0, ,Y,1380.02633498548
164,65600100,N,10218,ELLIOTT AVE W,143,"ELLIOTT AVE W, SE/O W MERCER PL",2009,10218,44000,0, ,Y,7015.73251212019
165,134650300,N,17278,NE 65TH ST,99,"NE 65TH ST, E/O 25TH AVE NE",2009,17278,11700,0, ,Y,2556.73720267486
166,82930400,N,352636,ML KING JR BLVD S NB & SB,167,"M L KING JR ER WAY S, N/O S ANDOVER ST",2009,352636,18800,0, ,Y,15241.4791417095
167,68700160,N,10498,FREMONT AVE N,121,"FREMONT AVE N, S/O N 46TH ST",2009,10498,9600,0, ,Y,5330.67249981216
168,112750380,N,14372,E MADISON ST,215,"E MADISON ST, SW/O 38TH AVE E",2009,14372,13700,0, ,Y,5345.49465100942
169,80150170,N,11159,LAKE CITY WAY NE,253,"LAKE CITY WAY NE, NE/O NE 95TH ST",2009,11159,35400,0, ,Y,8009.31847495162
170,162850080,N,20488,S JACKSON ST,262,"S JACKSON ST, E/O 5TH AVE S",2009,20488,14100,0, ,Y,5255.77699440489
171,70000070,N,10638,GILMAN AVE W,217,"GILMAN AVE W, NW/O W EMERSON PL",2009,10638,12200,0, ,Y,4854.07247943759
172,73600060,N,10940,HOLMAN RD NW,50,"HOLMAN RD NW, NE/O 13TH E AVE NW",2009,10940,28700,0, ,Y,7786.59339464017
173,5650245,N,2155,15TH AVE S,236,"15TH AVE S, S/O S BRADFORD ST",2009,2155,25300,0, ,Y,2700.68104131104
174,109100160,N,13894,E CHERRY ST,250,"E CHERRY ST, W/O 26TH AVE",2009,13894,8000,0, ,Y,5063.26584285518
175,31500050,N,6230,4TH AVE S,41,"4TH AVE S, S/O 2ND AV ET S",2009,6230,25800,0, ,Y,989.412465097613
176,139300090,N,18018,NE NORTHGATE WAY,159,"NE NORTHGATE WAY, W/O 15TH AVE NE",2009,18018,17800,0, ,Y,4527.71261266018
177,93450010,N,12340,RAINIER AVE S,129,"RAINIER AVE S, SE/O BOREN AVE S",2009,12340,30100,0, ,Y,2902.00939106818
178,135950280,N,17527,NE 75TH ST,126,"NE 75TH ST, W/O 30TH AVE NE",2009,17527,16700,0, ,Y,2532.02921063848
179,135950110,N,17510,NE 75TH ST,227,"NE 75TH ST, E/O 12TH AVE NE",2009,17510,21600,0, ,Y,4121.49692396237
180,65750060,N,10230,ELLIS AVE S,19,"ELLIS AVE S, S/O S WARSAW ST",2009,10230,9400,0, ,Y,6690.95318187189
181,119750210,N,15279,N 145TH ST,223,"N 145TH ST, W/O MERIDIAN AVE N",2009,15279,24100,0, ,Y,4983.29093827798
182,63450200,B,10015,DENNY WAY,88,"DENNY WAY, E/O WESTLAKE AVE",2009,10015,30500,0, ,Y,1746.45065068895
183,104400090,N,13540,WESTLAKE AVE N,233,"WESTLAKE AVE N, S/O HIGHLAND DR",2009,13540,24600,0, ,Y,8936.62593136439
184,3300260,N,1589,12TH AVE NE,206,"12TH AVE NE, S/O NE 75TH ST",2009,1589,8900,0, ,Y,2640.89542718424
185,174000250,N,21848,SW BARTON ST,103,"SW BARTON ST, W/O 30TH AVE SW",2009,21848,9200,0, ,Y,7676.93537541659
186,14750110,N,3543,24TH AVE E,5,"24TH AVE E, N/O E PROSPECT ST",2009,3543,20500,0, ,Y,9802.82922087726
187,22750030,N,4828,31ST AVE S,242,"31ST AVE S, S/O S JACKSON ST",2009,4828,4600,0, ,Y,8590.21593220828
188,14850180,N,3605,24TH AVE NW,241,"24TH AVE NW, S/O NW 80TH ST",2009,3605,10300,0, ,Y,7987.37352071474
189,148000130,N,18898,NW 80TH ST,127,"NW 80TH ST, W/O 15TH AVE NW",2009,18898,8500,0, ,Y,5301.03353967779
190,300200,N,1211,1ST AVE S,171,"1ST AVE S, N/O S SPOKANE NR ST",2009,1211,25400,0, ,Y,7546.90288508787
191,121400040,N,15557,N 46TH ST,255,"N 46TH ST, W/O PHINNEY AVE N",2009,15557,24500,0, ,Y,6326.32200154645
192,124550040,N,15893,N 80TH ST,196,"N 80TH ST, W/O LINDEN AVE N",2009,15893,14900,0, ,Y,7953.15552972574
193,139300040,N,18013,NE NORTHGATE WAY,228,"NE NORTHGATE WAY, E/O 5TH AVE NE",2009,18013,29500,0, ,Y,2973.23195897981
194,156300030,N,19710,S COLUMBIAN WAY,168,"S COLUMBIAN EB WAY, NW/O 14TH AVE S",2009,19710,36600,0, ,Y,4140.24029548347
195,44550180,N,7997,6TH AVE S,80,"6TH AVE S, S/O S FOREST ST",2009,7997,14900,0, ,Y,2952.32832696194
196,117400050,N,15012,N 105TH ST,153,"N 105TH ST, W/O EVANSTON W AVE N",2009,15012,23000,0, ,Y,2649.00043925464
